Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,94.52,98.07,98.5,92.77,92.51,92.81,84.2,88.41,98.28,97.39
2,63.85,73.24,68.04,65.41,51.25,46.46,60.07,42.81,71.56,64.5
3,29.51,60.01,46.59,27.31,32.11,23.08,30.41,25.1,61.37,42.78
4,12.47,21.25,26.11,15.76,13.51,17.08,10.12,9.76,22.1,23.11
